SKU,init_stock,vlt
SKU295,113,8
SKU296,3,1
SKU297,13,1
SKU298,5,1
SKU299,41,1
SKU300,23,2
SKU301,2,1
SKU302,26,1
SKU303,2,1
SKU304,22,1
SKU305,19,1
SKU306,18,1
SKU307,8,2
SKU308,10,3
SKU309,0,1
SKU310,228,1
SKU311,24,1
SKU312,30,2
SKU313,19,2
SKU314,136,1
SKU315,121,1
SKU316,10,1
SKU317,0,1
SKU318,9,2
SKU319,52,2
SKU320,25,1
SKU321,20,5
SKU322,1,1
SKU323,22,1
SKU324,0,1
SKU325,0,3
SKU326,3,2
SKU327,0,2
SKU328,30,2
SKU329,252,3
SKU330,17,1
SKU331,30,1
SKU332,42,2
SKU333,8,2
SKU334,21,1
SKU335,56,1
SKU336,2,2
SKU337,13,1
SKU338,3,1
SKU339,2,2
SKU340,23,1
SKU341,0,1
SKU342,16,1
SKU343,34,1
SKU344,3,1
SKU345,27,1
SKU346,0,1
SKU347,0,2
SKU348,19,1
SKU349,6,1
SKU350,1,1
SKU351,12,1
SKU352,37,1
SKU353,8,1
SKU354,0,1
SKU355,32,1
SKU356,53,2
SKU357,13,1
SKU358,1,2
SKU359,28,1
SKU360,34,1
SKU361,0,1
SKU362,20,1
SKU363,20,1
SKU364,0,2
SKU365,37,1
SKU366,5,7
SKU367,23,1
SKU368,0,1
SKU369,119,2
SKU370,35,1
SKU371,102,3
SKU372,0,1
SKU373,24,2
SKU374,13,1
SKU375,10,1
SKU376,16,2
SKU377,188,3
SKU378,30,1
SKU379,0,2
SKU380,0,1
SKU381,2,1
SKU382,4,1
SKU383,66,1
SKU384,9,4
SKU385,30,1
SKU386,12,1
SKU387,6,3
SKU388,15,1
SKU389,7,2
SKU390,0,1
SKU391,85,2
SKU392,12,3
SKU393,34,1
SKU394,19,1
SKU395,3,1
SKU396,33,2
SKU397,23,1
SKU398,63,3
SKU399,61,8
SKU400,5,1
SKU401,6,2
SKU402,68,1
SKU403,16,1
SKU404,32,1
SKU405,63,1
SKU406,25,2
SKU407,14,1
SKU408,29,1
SKU409,40,2
SKU410,2,1
SKU411,74,5
SKU412,2,1
SKU413,71,3
SKU414,23,1
SKU415,62,1
SKU416,23,1
SKU417,0,1
SKU418,78,2
SKU419,23,5
SKU420,35,5
SKU421,3,1
SKU422,1232,3
SKU423,17,1
SKU424,112,3
SKU425,1,1
SKU426,168,7
SKU427,3,1
SKU428,7,2
SKU429,12,9
SKU430,57,2
SKU431,12,1
SKU432,61,5
SKU433,1,1
SKU434,3,1
SKU435,0,1
SKU436,20,2
SKU437,29,1
SKU438,93,1
SKU439,24,1
SKU440,3,1
SKU441,6,1
SKU442,115,7
SKU443,3,2
SKU444,1,1
SKU445,47,1
SKU446,18,2
SKU447,20,1
SKU448,33,1
SKU449,1,6
SKU450,2,1
SKU451,11,1
SKU452,6,4
SKU453,31,2
SKU454,18,5
SKU455,26,1
SKU456,9,1
SKU457,0,1
SKU458,10,1
SKU459,54,7
SKU460,16,2
SKU461,0,1
SKU462,4,2
SKU463,19,10
SKU464,14,1
SKU465,1,1
SKU466,5,2
SKU467,0,1
SKU468,63,3
SKU469,37,2
SKU470,28,1
SKU471,23,2
SKU472,0,2
SKU473,0,1
SKU474,21,1
SKU475,9,1
SKU476,16,1
SKU477,19,1
SKU478,157,2
SKU479,39,1
SKU480,13,1
SKU481,26,1
SKU482,37,3
SKU483,152,1
SKU484,39,3
SKU485,51,1
SKU486,175,2
SKU487,72,1
SKU488,1,1
SKU489,56,1
SKU490,80,1
SKU491,32,2
SKU492,0,1
SKU493,65,7
SKU494,17,1
SKU495,11,2
SKU496,4,1
SKU497,1,1
SKU498,32,1
SKU499,34,2
SKU500,8,4
SKU501,28,2
SKU502,7,1
SKU503,13,1
SKU504,18,1
SKU505,3,1
SKU506,3,9
SKU507,10,1
SKU508,69,1
SKU509,0,1
SKU510,0,1
SKU511,35,1
SKU512,35,1
SKU513,21,2
SKU514,18,2
SKU515,7,2
SKU516,12,2
SKU517,8,1
SKU518,1,1
SKU519,49,2
SKU520,7,1
SKU521,111,1
SKU522,4,1
SKU523,27,2
SKU524,84,1
SKU525,0,2
SKU526,1,1
SKU527,7,1
SKU528,25,1
SKU529,27,1
SKU530,78,1
SKU531,21,3
SKU532,322,1
SKU533,76,1
SKU534,112,3
SKU535,30,5
SKU536,41,2
SKU537,14,1
SKU538,7,1
SKU539,17,3
SKU540,6,3
SKU541,6,1
SKU542,7,1
SKU543,11,1
SKU544,12,1
SKU545,9,1
SKU546,7,2
SKU547,45,2
SKU548,2,1
SKU549,180,1
SKU550,27,1
SKU551,154,1
SKU552,17,2
SKU553,254,7
SKU554,162,2
SKU555,11,2
SKU556,14,1
SKU557,29,1
SKU558,13,2
SKU559,38,1
SKU560,67,1
SKU561,207,3
SKU562,16,2
SKU563,0,1
SKU564,63,3
SKU565,18,2
SKU566,15,2
SKU567,24,5
SKU568,8,1
SKU569,55,1
SKU570,11,1
SKU571,93,2
SKU572,4,1
SKU573,53,1
SKU574,5,1
SKU575,8,1
SKU576,19,2
SKU577,59,1
SKU578,107,2
SKU579,7,1
SKU580,39,1
SKU581,5,3
SKU582,20,1
SKU583,32,1
SKU584,1,3
SKU585,0,3
SKU586,7,1
SKU587,132,6
SKU588,111,2
SKU589,16,1
SKU590,15,1
SKU591,6,2
SKU592,64,1
SKU593,0,1
SKU594,3,8
SKU595,5,1
SKU596,17,2
SKU597,3,1
SKU598,133,1
SKU599,2,3
SKU600,6,2
SKU601,8,1
SKU602,12,1
SKU603,49,1
SKU604,19,1
SKU605,0,1
SKU606,0,2
SKU607,23,7
SKU608,23,1
SKU609,322,1
SKU610,2,2
SKU611,0,1
SKU612,19,5
SKU613,6,3
SKU614,8,1
SKU615,8,2
SKU616,1,1
SKU617,1,1
SKU618,8,2
SKU619,131,2
SKU620,7,1
SKU621,1,1
SKU622,29,1
SKU623,7,3
SKU624,0,2
SKU625,2,3
SKU626,14,6
SKU627,44,1
SKU628,23,1
SKU629,14,1
SKU630,4,2
SKU631,6,1
SKU632,3,1
SKU633,3,1
SKU634,16,2
SKU635,17,2
SKU636,9,2
SKU637,3,1
SKU638,16,1
SKU639,15,1
SKU640,14,1
SKU641,59,5
SKU642,5,1
SKU643,10,1
SKU644,7,2
SKU645,0,3
SKU646,0,2
SKU647,13,1
SKU648,29,1
SKU649,9,1
SKU650,3,1
SKU651,11,1
SKU652,3,1
SKU653,45,1
SKU654,9,1
SKU655,28,1
SKU656,6,1
SKU657,12,1
SKU658,1,2
SKU659,22,1
SKU660,16,3
SKU661,18,1
SKU662,47,1
SKU663,1,1
SKU664,129,1
SKU665,88,3
SKU666,10,1
SKU667,52,2
SKU668,200,1
SKU669,8,1
SKU670,23,2
SKU671,96,1
SKU672,8,2
SKU673,0,1
SKU674,53,3
SKU675,3,1
SKU676,15,2
SKU677,79,3
SKU678,5,1
SKU679,61,1
SKU680,2,1
SKU681,16,1
SKU682,10,2
SKU683,19,1
SKU684,435,6
SKU685,25,1
SKU686,8,1
SKU687,37,1
SKU688,0,1
SKU689,1,1
SKU690,10,1
SKU691,192,1
SKU692,1,2
SKU693,0,1
SKU694,0,1
SKU695,15,1
SKU696,36,1
SKU697,128,1
SKU698,23,1
SKU699,44,1
SKU700,30,1
SKU701,37,2
SKU702,27,1
SKU703,28,1
SKU704,2,3
SKU705,194,1
SKU706,17,2
SKU707,1,1
SKU708,5,1
SKU709,32,1
SKU710,0,1
SKU711,4,1
SKU712,53,1
SKU713,145,10
SKU714,21,1
SKU715,29,2
SKU716,3,1
SKU717,18,2
SKU718,17,1
SKU719,19,3
SKU720,52,1
SKU721,2,1
SKU722,86,1
SKU723,27,1
SKU724,0,1
SKU725,13,2
SKU726,26,3
SKU727,14,1
SKU728,0,1
SKU729,98,8
SKU730,19,1
SKU731,41,8
SKU732,45,1
SKU733,2,1
SKU734,9,1
SKU735,14,1
SKU736,17,2
SKU737,45,1
SKU738,160,2
SKU739,115,1
SKU740,34,1
SKU741,184,2
SKU742,36,1
SKU743,22,2
SKU744,3,1
SKU745,8,1
SKU746,34,3
SKU747,143,1
SKU748,12,1
SKU749,14,1
SKU750,5,1
SKU751,51,2
SKU752,230,3
SKU753,5,1
SKU754,6,1
SKU755,239,3
SKU756,311,2
SKU757,28,1
SKU758,2,1
SKU759,17,1
SKU760,11,1
SKU761,22,1
SKU762,7,3
SKU763,2,1
SKU764,4,1
SKU765,5,2
SKU766,3,1
SKU767,3,1
SKU768,19,1
SKU769,46,5
SKU770,87,4
SKU771,9,3
SKU772,90,1
SKU773,34,7
SKU774,6,6
SKU775,37,1
SKU776,43,2
SKU777,8,1
SKU778,4,1
SKU779,20,2
SKU780,6,1
SKU781,33,1
SKU782,6,8
SKU783,15,1
SKU784,64,1
SKU785,82,1
SKU786,44,1
SKU787,0,1
SKU788,2,1
SKU789,2,1
SKU790,10,1
SKU791,7,1
SKU792,36,10
SKU793,9,1
SKU794,96,1
SKU795,12,1
SKU796,38,1
SKU797,7,1
SKU798,2,2
SKU799,7,1
SKU800,6,1
SKU801,0,1
SKU802,12,1
SKU803,29,1
SKU804,9,1
SKU805,94,1
SKU806,21,1
SKU807,20,1
SKU808,0,3
SKU809,23,1
SKU810,0,1
SKU811,7,1
SKU812,2,1
SKU813,40,1
SKU814,28,1
SKU815,0,1
SKU816,3,1
SKU817,35,3
SKU818,42,1
SKU819,15,4
SKU820,213,4
SKU821,12,2
SKU822,27,1
SKU823,53,2
SKU824,0,2
SKU825,27,5
SKU826,41,5
SKU827,8,1
SKU828,0,3
SKU829,0,1
SKU830,97,2
SKU831,6,1
SKU832,43,2
SKU833,15,1
SKU834,11,2
SKU835,17,2
SKU836,175,9
SKU837,23,1
SKU838,5,1
SKU839,9,2
SKU840,12,1
SKU841,2,1
SKU842,4,1
SKU843,4,1
SKU844,255,2
SKU845,0,2
SKU846,19,1
SKU847,0,1
SKU848,18,2
SKU849,0,1
SKU850,27,1
SKU851,0,1
SKU852,0,6
SKU853,12,3
SKU854,0,1
SKU855,3,1
SKU856,0,2
SKU857,78,5
SKU858,34,6
SKU859,0,1
SKU860,20,1
SKU861,7,1
SKU862,20,2
SKU863,321,8
SKU864,0,2
SKU865,0,2
SKU866,1,2
SKU867,17,1
SKU868,28,2
SKU869,2,1
SKU870,7,2
SKU871,32,9
SKU872,14,1
SKU873,7,1
SKU874,2,4
SKU875,8,1
SKU876,3,1
SKU877,25,1
SKU878,151,1
SKU879,2,1
SKU880,17,1
SKU881,17,2
SKU882,108,3
SKU883,26,1
SKU884,27,1
SKU885,21,1
SKU886,0,1
SKU887,9,3
SKU888,12,1
SKU889,29,1
SKU890,93,1
SKU891,1,1
SKU892,13,1
SKU893,12,1
SKU894,17,2
SKU895,27,1
SKU896,0,1
SKU897,0,2
SKU898,25,2
SKU899,17,1
SKU900,2,1
SKU901,7,1
SKU902,5,4
SKU903,23,1
SKU904,12,1
SKU905,6,1
SKU906,59,3
SKU907,3,4
SKU908,15,1
SKU909,36,2
SKU910,6,1
SKU911,3,1
SKU912,0,1
SKU913,4,1
SKU914,0,6
SKU915,39,2
SKU916,20,1
SKU917,17,1
SKU918,0,1
SKU919,5,2
SKU920,31,1
SKU921,0,1
SKU922,12,1
SKU923,14,1
SKU924,15,1
SKU925,57,1
SKU926,178,1
SKU927,94,1
SKU928,11,1
SKU929,10,1
SKU930,109,5
SKU931,34,1
SKU932,21,4
SKU933,17,1
SKU934,36,1
SKU935,1,1
SKU936,1,2
SKU937,88,2
SKU938,4,1
SKU939,12,1
SKU940,12,1
SKU941,0,1
SKU942,1,3
SKU943,5,4
SKU944,39,3
SKU945,0,2
SKU946,3,1
SKU947,8,1
SKU948,39,3
SKU949,47,1
SKU950,0,1
SKU951,6,1
SKU952,28,1
SKU953,2,1
SKU954,10,1
SKU955,8,2
SKU956,11,1
SKU957,1,1
SKU958,14,2
SKU959,3,2
SKU960,3,1
SKU961,17,1
SKU962,23,1
SKU963,4,1
SKU964,77,2
SKU965,17,1
SKU966,0,5
SKU967,0,1
SKU968,21,1
SKU969,0,1
SKU970,6,2
SKU971,11,1
SKU972,7,1
SKU973,0,1
SKU974,65,4
SKU975,125,1
SKU976,2,1
SKU977,1,2
SKU978,29,2
SKU979,6,1
SKU980,0,1
SKU981,289,3
SKU982,2,1
SKU983,11,2
SKU984,0,1
SKU985,27,1
SKU986,3,1
SKU987,9,4
SKU988,0,1
SKU989,81,2
SKU990,95,5
SKU991,9,1
SKU992,23,1
SKU993,19,2
SKU994,23,1
SKU995,21,2
SKU996,0,1
SKU997,0,1
SKU998,20,3
SKU999,14,1
SKU1000,4,1
SKU1001,0,1
SKU1002,5,1
SKU1003,1,1
SKU1004,0,1
SKU1005,33,1
SKU1006,7,1
SKU1007,5,1
SKU1008,9,2
SKU1009,3,1
SKU1010,16,1
SKU1011,1434,1
SKU1012,1,1
SKU1013,26,1
SKU1014,5,1
SKU1015,22,1
SKU1016,56,7
SKU1017,13,2
SKU1018,11,1
SKU1019,2,1
SKU1020,8,1
SKU1021,11,1
SKU1022,0,1
SKU1023,31,2
SKU1024,53,1
SKU1025,1,1
SKU1026,0,2
SKU1027,1,2
SKU1028,0,2
SKU1029,3,1
SKU1030,36,1
SKU1031,4,3
SKU1032,165,6
SKU1033,150,1
SKU1034,8,2
SKU1035,17,1
SKU1036,23,1
SKU1037,18,1
SKU1038,0,1
SKU1039,28,1
SKU1040,5,2
SKU1041,0,1
SKU1042,20,2
SKU1043,2,1
SKU1044,1,2
SKU1045,19,1
SKU1046,625,2
SKU1047,15,1
SKU1048,1,1
SKU1049,0,1
SKU1050,1,1
SKU1051,5,1
SKU1052,6,2
SKU1053,19,1
SKU1054,49,1
SKU1055,13,3
SKU1056,9,1
SKU1057,9,1
SKU1058,38,1
SKU1059,89,2
SKU1060,45,2
SKU1061,12,1
SKU1062,6,7
SKU1063,25,2
SKU1064,41,2
SKU1065,2,1
SKU1066,42,2
SKU1067,1,2
SKU1068,59,1
SKU1069,12,1
SKU1070,4,3
SKU1071,447,9
SKU1072,2,1
SKU1073,16,1
SKU1074,10,1
SKU1075,0,1
SKU1076,13,1
SKU1077,0,2
SKU1078,3,2
SKU1079,7,1
SKU1080,0,1
SKU1081,145,1
SKU1082,46,1
SKU1083,27,1
SKU1084,28,1
SKU1085,12,1
SKU1086,64,3
SKU1087,73,5
SKU1088,6,1
SKU1089,4,1
SKU1090,3,1
SKU1091,23,1
SKU1092,9,2
SKU1093,6,2
SKU1094,2,2
SKU1095,0,1
SKU1096,29,10
SKU1097,6,1
SKU1098,23,1
SKU1099,6,1
SKU1100,0,1
SKU1101,93,2
SKU1102,12,1
SKU1103,5,1
SKU1104,43,1
SKU1105,3,1
SKU1106,75,2
SKU1107,3,1
SKU1108,11,1
SKU1109,21,2
SKU1110,4,2
SKU1111,15,1
SKU1112,8,1
SKU1113,49,1
SKU1114,22,1
SKU1115,11,3
SKU1116,0,1
SKU1117,1,3
SKU1118,2,1
SKU1119,3,1
SKU1120,25,1
SKU1121,44,3
SKU1122,27,2
SKU1123,2,1
SKU1124,5,3
SKU1125,0,1
SKU1126,11,2
SKU1127,3,1
SKU1128,13,4
SKU1129,248,3
SKU1130,191,1
SKU1131,13,7
SKU1132,19,1
SKU1133,13,1
SKU1134,1,1
SKU1135,97,1
SKU1136,1,1
SKU1137,0,1
SKU1138,12,3
SKU1139,8,2
SKU1140,43,1
SKU1141,11,2
SKU1142,140,2
SKU1143,8,1
SKU1144,5,1
SKU1145,11,1
SKU1146,23,2
SKU1147,14,2
SKU1148,46,1
SKU1149,2,1
SKU1150,9,3
SKU1151,9,3
SKU1152,9,1
SKU1153,30,3
SKU1154,0,1
SKU1155,17,2
SKU1156,4,1
SKU1157,29,1
SKU1158,123,1
SKU1159,0,1
SKU1160,19,2
SKU1161,3,2
SKU1162,33,1
SKU1163,0,10
SKU1164,29,2
SKU1165,7,2
SKU1166,0,1
SKU1167,2,4
SKU1168,40,2
SKU1169,55,2
SKU1170,17,2
SKU1171,11,2
SKU1172,0,1
SKU1173,5,1
SKU1174,14,1
SKU1175,25,1
SKU1176,5,1
SKU1177,0,1
SKU1178,26,2
SKU1179,16,1
SKU1180,19,2
SKU1181,5,2
SKU1182,9,2
SKU1183,6,1
SKU1184,32,2
SKU1185,5,1
SKU1186,1,1
SKU1187,20,2
SKU1188,39,1
SKU1189,24,2
SKU1190,2,2
SKU1191,16,1
SKU1192,29,1
SKU1193,0,1
SKU1194,0,1
SKU1195,73,1
SKU1196,58,3
SKU1197,56,1
SKU1198,29,1
SKU1199,77,1
SKU1200,0,1
SKU1201,10,2
SKU1202,24,1
SKU1203,26,1
SKU1204,205,3
SKU1205,12,2
SKU1206,18,2
SKU1207,0,1
SKU1208,24,2
SKU1209,0,3
SKU1210,0,1
SKU1211,9,6
SKU1212,8,1
SKU1213,0,2
SKU1214,11,2
SKU1215,16,1
SKU1216,1,1
SKU1217,6,1
SKU1218,15,1
SKU1219,26,1
SKU1220,35,2
SKU1221,2,1
SKU1222,9,1
SKU1223,5,1
SKU1224,25,1
SKU1225,17,1
SKU1226,8,2
SKU1227,10,1
SKU1228,20,1
SKU1229,9,2
SKU1230,7,2
SKU1231,10,1
SKU1232,6,1
SKU1233,3,1
SKU1234,4,1
SKU1235,0,1
SKU1236,0,2
SKU1237,0,2
SKU1238,0,1
SKU1239,76,1
SKU1240,6,2
SKU1241,4,7
SKU1242,0,1
SKU1243,12,1
SKU1244,514,1
SKU1245,27,1
SKU1246,7,2
SKU1247,47,2
SKU1248,36,1
SKU1249,35,1
SKU1250,19,1
SKU1251,31,1
SKU1252,29,2
SKU1253,37,2
SKU1254,6,1
SKU1255,4,2
SKU1256,87,1
SKU1257,79,1
SKU1258,90,6
SKU1259,4,2
SKU1260,30,2
SKU1261,35,1
SKU1262,4,1
SKU1263,36,1
SKU1264,1,1
SKU1265,73,9
SKU1266,28,1
SKU1267,12,1
SKU1268,9,8
SKU1269,11,1
SKU1270,0,1
SKU1271,0,1
SKU1272,21,1
SKU1273,0,1
SKU1274,0,1
SKU1275,5,3
SKU1276,19,1
SKU1277,10,1
SKU1278,21,1
SKU1279,1,2
SKU1280,0,1
SKU1281,0,1
SKU1282,23,1
SKU1283,0,2
SKU1284,0,1
SKU1285,0,1
SKU1286,34,5
SKU1287,0,1
SKU1288,65,1
SKU1289,3,3
SKU1290,0,1
SKU1291,20,1
SKU1292,13,1
SKU1293,0,1
SKU1294,5,3
SKU1295,0,1
SKU1296,3,1
SKU1297,20,1
SKU1298,13,2
SKU1299,10,1
SKU1300,49,1
SKU1301,11,6
SKU1302,11,1
SKU1303,86,1
SKU1304,6,1
SKU1305,12,1
SKU1306,20,1
SKU1307,0,1
SKU1308,52,4
SKU1309,34,6
SKU1310,1,1
SKU1311,16,2
SKU1312,35,1
SKU1313,5,4
SKU1314,6,2
SKU1315,11,1
SKU1316,39,3
SKU1317,5,2
SKU1318,21,1
SKU1319,3,1
SKU1320,24,1
SKU1321,13,1
SKU1322,2,1
SKU1323,19,1
SKU1324,1,1
SKU1325,1,2
SKU1326,7,4
SKU1327,49,5
SKU1328,227,2
SKU1329,23,1
SKU1330,21,1
SKU1331,1,1
SKU1332,17,3
SKU1333,29,2
SKU1334,36,7
SKU1335,0,1
SKU1336,8,1
SKU1337,23,1
SKU1338,3,1
SKU1339,7,1
SKU1340,8,1
SKU1341,28,1
SKU1342,12,1
SKU1343,2,1
SKU1344,3,1
SKU1345,13,5
SKU1346,33,1
SKU1347,67,7
SKU1348,1,1
SKU1349,14,3
SKU1350,1,1
SKU1351,17,4
SKU1352,0,2
SKU1353,0,1
SKU1354,2,1
SKU1355,5,2
SKU1356,13,1
SKU1357,84,1
SKU1358,11,1
SKU1359,15,1
SKU1360,464,4
SKU1361,20,2
SKU1362,8,1
SKU1363,64,1
SKU1364,89,1
SKU1365,25,7
SKU1366,8,1
SKU1367,10,1
SKU1368,15,1
SKU1369,7,1
SKU1370,53,1
SKU1371,24,1
SKU1372,69,3
SKU1373,4,1
SKU1374,5,1
SKU1375,14,3
SKU1376,16,3
SKU1377,10,1
SKU1378,40,1
SKU1379,18,1
SKU1380,14,2
SKU1381,7,4
SKU1382,11,4
SKU1383,13,1
SKU1384,97,2
SKU1385,87,1
SKU1386,47,1
SKU1387,26,2
SKU1388,445,7
SKU1389,606,4
SKU1390,25,1
SKU1391,22,1
SKU1392,12,1
SKU1393,4,1
SKU1394,0,2
SKU1395,0,1
SKU1396,3,2
SKU1397,49,1
SKU1398,7,1
SKU1399,18,1
SKU1400,3,1
SKU1401,22,2
SKU1402,29,1
SKU1403,6,1
SKU1404,11,1
SKU1405,0,2
SKU1406,37,1
SKU1407,1,1
SKU1408,136,2
SKU1409,18,1
SKU1410,24,1
SKU1411,25,1
SKU1412,44,10
SKU1413,8,1
SKU1414,21,4
SKU1415,71,2
SKU1416,59,1
SKU1417,454,3
SKU1418,0,1
SKU1419,21,2
SKU1420,7,1
SKU1421,26,1
SKU1422,54,1
SKU1423,3,1
SKU1424,10,3
SKU1425,33,2
SKU1426,77,1
SKU1427,25,1
SKU1428,108,1
SKU1429,169,7
SKU1430,57,1
SKU1431,3,1
SKU1432,10,1
SKU1433,12,1
SKU1434,3,2
SKU1435,34,6
SKU1436,2,1
SKU1437,6,4
SKU1438,0,1
SKU1439,0,2
SKU1440,0,1
SKU1441,33,1
SKU1442,34,1
SKU1443,1,1
SKU1444,2,1
SKU1445,0,4
SKU1446,128,8
SKU1447,29,2
SKU1448,26,1
SKU1449,31,2
SKU1450,44,1
SKU1451,86,1
SKU1452,134,4
SKU1453,13,1
SKU1454,25,2
SKU1455,0,1
SKU1456,0,1
SKU1457,0,1
SKU1458,0,1
SKU1459,1,1
SKU1460,1,1
SKU1461,18,1
SKU1462,42,8
SKU1463,35,2
SKU1464,0,1
SKU1465,7,1
SKU1466,1,1
SKU1467,0,1
SKU1468,21,1
SKU1469,1,1
SKU1470,9,1
SKU1471,7,1
SKU1472,16,2
SKU1473,32,3
SKU1474,15,1
SKU1475,19,1
SKU1476,0,2
SKU1477,8,1
SKU1478,75,1
SKU1479,0,4
SKU1480,28,1
SKU1481,11,1
SKU1482,10,1
SKU1483,8,2
SKU1484,2,1
SKU1485,0,1
SKU1486,8,2
SKU1487,5,1
SKU1488,95,5
SKU1489,5,1
SKU1490,33,1
SKU1491,33,1
SKU1492,0,1
SKU1493,14,1
SKU1494,181,1
SKU1495,27,3
SKU1496,13,2
